Themes ,ColName,TotalColForPerc,PercentageOf,Description of Field,Label,LatexTableTitle,Rank,Table
,T9_1_NMF,T9_1_TF,Females,Non-manual - Females,Missing,Missing,Missing,Population by sex and social class
,T9_1_SF,T9_1_TF,Females,Skilled manual - Females,Missing,Missing,Missing,Population by sex and social class
,T9_1_SSF,T9_1_TF,Females,Semi-skilled - Females,Missing,Missing,Missing,Population by sex and social class
,T9_1_USF,T9_1_TF,Females,Unskilled - Females,Missing,Missing,Missing,Population by sex and social class
,T9_1_OTHGEUF,T9_1_TF,Females,All others gainfully occupied and unknown - Females,Missing,Missing,Missing,Population by sex and social class
,T9_1_TF,T9_1_TF,Females,Total - Females,Missing,Missing,Missing,Population by sex and social class
,T9_1_TT,T9_1_TT,Persons,Total,Missing,Missing,Missing,Population by sex and social class
,T9_2_HT,T9_2_HT,Persons in private households,Total (No. of households),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PA,T9_2_PT,Persons in private households,A Employers and managers (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PB,T9_2_PT,Persons in private households,B Higher professional (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PC,T9_2_PT,Persons in private households,C Lower professional (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PD,T9_2_PT,Persons in private households,D Non-manual (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PE,T9_2_PT,Persons in private households,E Manual skilled (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PF,T9_2_PT,Persons in private households,F Semi-skilled (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PG,T9_2_PT,Persons in private households,G Unskilled (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PH,T9_2_PT,Persons in private households,H Own account workers (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PI,T9_2_PT,Persons in private households,I Farmers (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PJ,T9_2_PT,Persons in private households,J Agricultural workers (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PZ,T9_2_PT,Persons in private households,Z All others gainfully occupied and unknown (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
,T9_2_PT,T9_2_PT,Persons in private households,Total (No. of persons),Missing,Missing,Missing,Persons in private households by socio-economic group of reference person
Theme 10: Education ,T10_1_LT15M,T10_1_TM,Males aged 15+,Age under 15 - Males,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_15M,T10_1_TM,Males aged 15+,Age 15 - Males,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_16M,T10_1_TM,Males aged 15+,Age 16 - Males,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_17M,T10_1_TM,Males aged 15+,Age 17 - Males,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_18M,T10_1_TM,Males aged 15+,Age 18 - Males,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_19M,T10_1_TM,Males aged 15+,Age 19 - Males,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_20M,T10_1_TM,Males aged 15+,Age 20 - Males,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_GE21M,T10_1_TM,Males aged 15+,Age 21 and over - Males,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_NSM,T10_1_TM,Males aged 15+,Not stated - Males,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_TM,T10_1_TM,Males aged 15+,Total - Males,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_LT15F,T10_1_TF,Females aged 15+,Age under 15 - Females,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_15F,T10_1_TF,Females aged 15+,Age 15 - Females,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_16F,T10_1_TF,Females aged 15+,Age 16 - Females,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_17F,T10_1_TF,Females aged 15+,Age 17 - Females,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_18F,T10_1_TF,Females aged 15+,Age 18 - Females,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_19F,T10_1_TF,Females aged 15+,Age 19 - Females,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_20F,T10_1_TF,Females aged 15+,Age 20 - Females,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_GE21F,T10_1_TF,Females aged 15+,Age 21 and over - Females,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_NSF,T10_1_TF,Females aged 15+,Not stated - Females,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_TF,T10_1_TF,Females aged 15+,Total - Females,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_LT15T,T10_1_TT,Persons aged 15+,Age under 15 - Total,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_15T,T10_1_TT,Persons aged 15+,Age 15 - Total,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_16T,T10_1_TT,Persons aged 15+,Age 16 - Total,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_17T,T10_1_TT,Persons aged 15+,Age 17 - Total,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_18T,T10_1_TT,Persons aged 15+,Age 18 - Total,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_19T,T10_1_TT,Persons aged 15+,Age 19 - Total,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_20T,T10_1_TT,Persons aged 15+,Age 20 - Total,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_GE21T,T10_1_TT,Persons aged 15+,Age 21 and over - Total,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_NST,T10_1_TT,Persons aged 15+,Not stated - Total,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
,T10_1_TT,T10_1_TT,Persons aged 15+,Total,Missing,Missing,Missing,Population aged 15 years and over by age education ceased 
Theme 10: Education ,T10_2_SASM,T10_1_TM,Males aged 15+,Still at school or college - Males,Missing,Missing,Missing,Population aged 15 years and over whose education has not ceased
,T10_2_OTHM,T10_1_TM,Males aged 15+,Other - Males,Missing,Missing,Missing,Population aged 15 years and over whose education has not ceased
,T10_2_SASF,T10_1_TF,Females aged 15+,Still at school or college - Females,Missing,Missing,Missing,Population aged 15 years and over whose education has not ceased
,T10_2_OTHF,T10_1_TF,Females aged 15+,Other - Females,Missing,Missing,Missing,Population aged 15 years and over whose education has not ceased
,T10_2_SAST,T10_1_TT,Persons aged 15+,Still at school or college - Total,Missing,Missing,Missing,Population aged 15 years and over whose education has not ceased
,T10_2_OTHT,T10_1_TT,Persons aged 15+,Other - Total,Missing,Missing,Missing,Population aged 15 years and over whose education has not ceased
Theme 10: Education ,T10_4_NFM,T10_4_TM,Males aged 15+,No formal education - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_PM,T10_4_TM,Males aged 15+,Primary education - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_LSM,T10_4_TM,Males aged 15+,Lower secondary - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_USM,T10_4_TM,Males aged 15+,Upper secondary - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_TVM,T10_4_TM,Males aged 15+,Technical or vocational qualification - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_ACCAM,T10_4_TM,Males aged 15+,Advanced certificate/Completed apprenticeship - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_HCM,T10_4_TM,Males aged 15+,Higher certificate - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_ODNDM,T10_4_TM,Males aged 15+,Ordinary bachelor degree or national diploma - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_HDPQM,T10_4_TM,Males aged 15+,"Honours bachelor degree, professional qualification or both - Males",Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_PDM,T10_4_TM,Males aged 15+,Postgraduate diploma or degree - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_DM,T10_4_TM,Males aged 15+,Doctorate(Ph.D) or higher - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_NSM,T10_4_TM,Males aged 15+,Not stated - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_TM,T10_4_TM,Males aged 15+,Total - Males,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_NFF,T10_4_TF,Females aged 15+,No formal education - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_PF,T10_4_TF,Females aged 15+,Primary education - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_LSF,T10_4_TF,Females aged 15+,Lower secondary - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_USF,T10_4_TF,Females aged 15+,Upper secondary - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_TVF,T10_4_TF,Females aged 15+,Technical or vocational qualification - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_ACCAF,T10_4_TF,Females aged 15+,Advanced certificate/Completed apprenticeship - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_HCF,T10_4_TF,Females aged 15+,Higher certificate - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_ODNDF,T10_4_TF,Females aged 15+,Ordinary bachelor degree or national diploma - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_HDPQF,T10_4_TF,Females aged 15+,"Honours bachelor degree, professional qualification or both - Females",Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_PDF,T10_4_TF,Females aged 15+,Postgraduate diploma or degree - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_DF,T10_4_TF,Females aged 15+,Doctorate(Ph.D) or higher - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_NSF,T10_4_TF,Females aged 15+,Not stated - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_TF,T10_4_TF,Females aged 15+,Total - Females,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
,T10_4_TT,T10_4_TT,Persons aged 15+,Total,Missing,Missing,Missing,Population aged 15 years and over by sex and highest level of education completed 
"Theme 11: Commuting  , Working from Home and Childcare",T11_1_FW,T11_1_TW,Population aged 5 years+ travelling to work,On foot - Work,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_BIW,T11_1_TW,Population aged 5 years+ travelling to work,Bicycle - Work,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_BUW,T11_1_TW,Population aged 5 years+ travelling to work,"Bus, minibus or coach - Work",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_TDLW,T11_1_TW,Population aged 5 years+ travelling to work,"Train, DART or LUAS - Work",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_MW,T11_1_TW,Population aged 5 years+ travelling to work,Motorcycle or scooter - Work,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_CDW,T11_1_TW,Population aged 5 years+ travelling to work,Car driver - Work,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_CPW,T11_1_TW,Population aged 5 years+ travelling to work,Car passenger - Work,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_VW,T11_1_TW,Population aged 5 years+ travelling to work,Van - Work,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_OTHW,T11_1_TW,Population aged 5 years+ travelling to work,Other (incl. lorry) - Work,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_WMFHW,T11_1_TW,Population aged 5 years+ travelling to work,Work mainly at or from home - Work,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_NSW,T11_1_TW,Population aged 5 years+ travelling to work,Not stated - Work,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_TW,T11_1_TW,Population aged 5 years+ travelling to work,Total - Work,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_FSCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","On foot - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_BISCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","Bicycle - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_BUSCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","Bus, minibus or coach - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_TDLSCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","Train, DART or LUAS - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_MSCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","Motorcycle or scooter - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_CDSCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","Car driver - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_CPSCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","Car passenger - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_VSCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","Van - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_OTHSCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","Other (incl. lorry) - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_WMFHSCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","Work mainly at or from home - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_NSSCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","Not stated - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_TSCCC,T11_1_TSCCC,"Population aged 5 years+ travelling to school, college or childcare","Total - School, college or childcare",Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_NST,T11_1_TT,"Population aged 5 years+ travelling to work, school, college or childcare",Not stated - Total,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
,T11_1_TT,T11_1_TT,"Population aged 5 years+ travelling to work, school, college or childcare",Total,Missing,Missing,Missing,"Population aged 5 years and over by means of travel to work, school or college"
"Theme 11: Commuting  , Working from Home and Childcare",T11_2_T1,T11_2_T,Population aged 5 years and over,Before 06:30,Missing,Missing,Missing,"Population aged 5 years and over by time leaving home to travel to work, school or college "
,T11_2_T2,T11_2_T,Population aged 5 years and over,06:30 - 07:00,Missing,Missing,Missing,"Population aged 5 years and over by time leaving home to travel to work, school or college "
,T11_2_T3,T11_2_T,Population aged 5 years and over,07:01 - 07:30,Missing,Missing,Missing,"Population aged 5 years and over by time leaving home to travel to work, school or college "
,T11_2_T4,T11_2_T,Population aged 5 years and over,07:31 - 08:00,Missing,Missing,Missing,"Population aged 5 years and over by time leaving home to travel to work, school or college "
,T11_2_T5,T11_2_T,Population aged 5 years and over,08:01 - 08:30,Missing,Missing,Missing,"Population aged 5 years and over by time leaving home to travel to work, school or college "
,T11_2_T6,T11_2_T,Population aged 5 years and over,08:31 - 09:00,Missing,Missing,Missing,"Population aged 5 years and over by time leaving home to travel to work, school or college "
,T11_2_T7,T11_2_T,Population aged 5 years and over,09:01 - 09:30,Missing,Missing,Missing,"Population aged 5 years and over by time leaving home to travel to work, school or college "
,T11_2_T8,T11_2_T,Population aged 5 years and over,After 09:30,Missing,Missing,Missing,"Population aged 5 years and over by time leaving home to travel to work, school or college "
,T11_2_NS,T11_2_T,Population aged 5 years and over,Not stated,Missing,Missing,Missing,"Population aged 5 years and over by time leaving home to travel to work, school or college "
,T11_2_T,T11_2_T,Population aged 5 years and over,Total,Missing,Missing,Missing,"Population aged 5 years and over by time leaving home to travel to work, school or college "
,T11_3_NS,T11_3_T,Population aged 5 years and over,Not stated,Missing,Missing,Missing,"Population aged 5 years and over by journey time to work, school or college "
,T11_3_T,T11_3_T,Population aged 5 years and over,Total,Missing,Missing,Missing,"Population aged 5 years and over by journey time to work, school or college "
,T11_4_WFH,T11_4_T,Population aged 15 years and over,Persons who work from home,Missing,Missing,Missing,Population aged 15 years and over by working from home
,T11_4_NWFH,T11_4_T,Population aged 15 years and over,Persons who never work from home,Missing,Missing,Missing,Population aged 15 years and over by working from home
,T11_4_NS,T11_4_T,Population aged 15 years and over,Not Stated,Missing,Missing,Missing,Population aged 15 years and over by working from home
,T11_4_T,T11_4_T,Population aged 15 years and over,Total ,Missing,Missing,Missing,Population aged 15 years and over by working from home
"Theme 11: Commuting  , Working from Home and Childcare",T11_5_CC_AGE0_4,T11_5_CC_T,Children under 15 in childcare,Children ages 0-4 in childcare,Missing,Missing,Missing,Number of children under 15 in Childcare by age
,T11_5_CC_AGE5_14,T11_5_CC_T,Children under 15 in childcare,Children ages 5-14 in childcare,Missing,Missing,Missing,Number of children under 15 in Childcare by age
,T11_5_CC_T,T11_5_CC_T,Children under 15 in childcare,Total children under 15 in childcare,Missing,Missing,Missing,Number of children under 15 in Childcare by age
"Theme 12: Disability, Carers, General Health and Smoking",T12_1_M,T1_1AGETM,Males,Males,Missing,Missing,Missing,Overall prevalence of persons with disability (to some and/or to a great extent) by sex
,T12_1_F,T1_1AGETF,Females,Females,Missing,Missing,Missing,Overall prevalence of persons with disability (to some and/or to a great extent) by sex
"Theme 12: Disability, Carers, General Health and Smoking",T12_2_M,T1_1AGETM,Males,Males,Missing,Missing,Missing,Carers by sex
,T12_2_F,T1_1AGETF,Females,Females,Missing,Missing,Missing,Carers by sex
"Theme 12: Disability, Carers, General Health and Smoking",T12_3_VGM,T12_3_TM,Males,Very good - Males,Missing,Missing,Missing,Population by general health and sex
,T12_3_VGF,T12_3_TF,Females,Very good - Females,Missing,Missing,Missing,Population by general health and sex
,T12_3_GM,T12_3_TM,Males,Good - Males,Missing,Missing,Missing,Population by general health and sex
,T12_3_GF,T12_3_TF,Females,Good - Females,Missing,Missing,Missing,Population by general health and sex
,T12_3_FM,T12_3_TM,Males,Fair - Males,Missing,Missing,Missing,Population by general health and sex
,T12_3_FF,T12_3_TF,Females,Fair - Females,Missing,Missing,Missing,Population by general health and sex
,T12_3_BM,T12_3_TM,Males,Bad - Males,Missing,Missing,Missing,Population by general health and sex
,T12_3_BF,T12_3_TF,Females,Bad - Females,Missing,Missing,Missing,Population by general health and sex
,T12_3_VBM,T12_3_TM,Males,Very bad - Males,Missing,Missing,Missing,Population by general health and sex
,T12_3_VBF,T12_3_TF,Females,Very bad - Females,Missing,Missing,Missing,Population by general health and sex
,T12_3_NSM,T12_3_TM,Males,Not stated - Males,Missing,Missing,Missing,Population by general health and sex
,T12_3_NSF,T12_3_TF,Females,Not stated - Females,Missing,Missing,Missing,Population by general health and sex
,T12_3_TM,T12_3_TM,Males,Total - Males,Missing,Missing,Missing,Population by general health and sex
,T12_3_TF,T12_3_TF,Females,Total - Females,Missing,Missing,Missing,Population by general health and sex
,T12_3_TT,T12_3_TT,Persons,Total,Missing,Missing,Missing,Population by general health and sex
,T12_4_NO,T12_4_T,Persons,Persons who don’t smoke,Missing,Missing,Missing,Persons with who smoke 
,T12_4_NS,T12_4_T,Persons,Non stated,Missing,Missing,Missing,Persons with who smoke 
,T12_4_T,T12_4_T,Persons,Total persons,Missing,Missing,Missing,Persons with who smoke 
Theme 13: Occupations,T13_1_MDSOM,T13_1_TM,Males at work or unemployed,"Managers, directors and senior officials - Males",Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_POM,T13_1_TM,Males at work or unemployed,Professional occupations - Males,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_APTOM,T13_1_TM,Males at work or unemployed,Associate professional and technical occupations - Males,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_ASOM,T13_1_TM,Males at work or unemployed,Administrative and secretarial occupations - Males,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_STOM,T13_1_TM,Males at work or unemployed,Skilled trades occupations - Males,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_CLOSOM,T13_1_TM,Males at work or unemployed,"Caring, leisure and other service occupations - Males",Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_SCSOM,T13_1_TM,Males at work or unemployed,Sales and customer service occupations - Males,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_PPMOM,T13_1_TM,Males at work or unemployed,"Process, plant and machine operatives - Males",Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_EOM,T13_1_TM,Males at work or unemployed,Elementary occupations - Males,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_NSM,T13_1_TM,Males at work or unemployed,Not stated - Males,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_TM,T13_1_TM,Males at work or unemployed,Total - Males,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_MDSOF,T13_1_TF,Females at work or unemployed,"Managers, directors and senior officials - Females",Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_POF,T13_1_TF,Females at work or unemployed,Professional occupations - Females,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_APTOF,T13_1_TF,Females at work or unemployed,Associate professional and technical occupations - Females,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_ASOF,T13_1_TF,Females at work or unemployed,Administrative and secretarial occupations - Females,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_STOF,T13_1_TF,Females at work or unemployed,Skilled trades occupations - Females,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_CLOSOF,T13_1_TF,Females at work or unemployed,"Caring, leisure and other service occupations - Females",Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_SCSOF,T13_1_TF,Females at work or unemployed,Sales and customer service occupations - Females,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_PPMOF,T13_1_TF,Females at work or unemployed,"Process, plant and machine operatives - Females",Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_EOF,T13_1_TF,Females at work or unemployed,Elementary occupations - Females,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_NSF,T13_1_TF,Females at work or unemployed,Not stated - Females,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_TF,T13_1_TF,Females at work or unemployed,Total - Females,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_NST,T13_1_TT,Persons at work or unemployed,Not stated - Total,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T13_1_TT,T13_1_TT,Persons at work or unemployed,Total,Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
,T14_1_AFFM,T14_1_TM,Males at work,"Agriculture, forestry and fishing - Males",Missing,Missing,Missing,Persons at work or unemployed by occupation and sex
Theme 14: Industries ,T14_1_BCM,T14_1_TM,Males at work,Building and construction - Males,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_MIM,T14_1_TM,Males at work,Manufacturing industries - Males,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_CTM,T14_1_TM,Males at work,Commerce and trade - Males,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_TCM,T14_1_TM,Males at work,Transport and communications - Males,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_PAM,T14_1_TM,Males at work,Public administration - Males,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_PSM,T14_1_TM,Males at work,Professional services - Males,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_OTHM,T14_1_TM,Males at work,Other - Males,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_TM,T14_1_TM,Males at work,Total - Males,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_AFFF,T14_1_TF,Females at work,"Agriculture, forestry and fishing - Females",Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_BCF,T14_1_TF,Females at work,Building and construction - Females,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_MIF,T14_1_TF,Females at work,Manufacturing industries - Females,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_CTF,T14_1_TF,Females at work,Commerce and trade - Females,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_TCF,T14_1_TF,Females at work,Transport and communications - Females,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_PAF,T14_1_TF,Females at work,Public administration - Females,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_PSF,T14_1_TF,Females at work,Professional services - Females,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_OTHF,T14_1_TF,Females at work,Other - Females,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_TF,T14_1_TF,Females at work,Total - Females,Missing,Missing,Missing,Persons at work by industry and sex
,T14_1_TT,T14_1_TT,Persons at work,Total,Missing,Missing,Missing,Persons at work by industry and sex
,T15_1_1C,T15_1_TC,Households,1 motor car,Missing,Missing,Missing,Number of households with cars
,T15_1_2C,T15_1_TC,Households,2 motor cars,Missing,Missing,Missing,Number of households with cars
,T15_1_3C,T15_1_TC,Households,3 motor cars,Missing,Missing,Missing,Number of households with cars
,T15_1_GE4C,T15_1_TC,Households,4 or more motor cars,Missing,Missing,Missing,Number of households with cars
,T15_1_NSC,T15_1_TC,Households,Not stated,Missing,Missing,Missing,Number of households with cars
,T15_1_TC,T15_1_TC,Households,Total,Missing,Missing,Missing,Number of households with cars
"Theme 15: Motor Car Availability, PC Ownership and Internet Access",T15_2_BB,T15_2_T,Households,Broadband,Missing,Missing,Missing,Number of households with internet
,T15_2_OIC,T15_2_T,Households,Other internet connection,Missing,Missing,Missing,Number of households with internet
,T15_2_NS,T15_2_T,Households,Type of internet connection not stated,Missing,Missing,Missing,Number of households with internet
,T15_2_T,T15_2_T,Households,All internet connections,Missing,Missing,Missing,Number of households with internet
