SA,PCT,CHO_CHN_No,CHN,CST_No,CST,IHA_No,IHA,Region,HR_abbr
268075005,Edenmore,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268075006,Edenmore,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268075007,Edenmore,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268075008,Edenmore,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268075009,Edenmore,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268075010,Edenmore,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268075011,Edenmore,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268076001,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268076002,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268076003,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268076004,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268076005,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268076006,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268076007,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268076008,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268076009,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268076010,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268076011,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268077001,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268077002,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268077003,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268077004,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268077005,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268077006,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268077007,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268077008,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268077009,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268077010,Harmonstown/Artane,CHO 9 - 5,Kilbarrack Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268078001,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268078002,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268078003,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268078004,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268078005,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268078006,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268078007,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268078008,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268078009,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268078010,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268078011,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268078012,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268079001,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268079002,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268079003,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268079004,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268079005,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268079006,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268079007/02,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268079008,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268080001,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080002,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080003,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080004,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080005,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080006,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080007,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080008,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080009,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080010,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080011,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080012,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080013,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080014,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080015,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080016,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268080017,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081001,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081002,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081003,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081004,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081005,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081006,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081007,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081008,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081009,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081010,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081011,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081012,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081013,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081014,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081015,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081016,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081017,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268081018,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082001,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082002,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082003,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082004,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082005,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082006,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082007,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082008,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082009,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082010,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082011,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082012,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268082013,Inns Quay,CHO 9 - 8,Cabra Area Network,CST 27,Dublin North Central,A3,HSE Dublin North City and West,HSE Dublin and North East,DNE
268083001,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268083002,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268083003,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268083004,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268083005,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268083006,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268083007,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268083008,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268083009,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268083010,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268083011,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268083012,Decies,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268084001,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268084002,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268084003,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268084004,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268084005,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268084006,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268084007,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268084008,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268084009,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268084010,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085001/01,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085001/03,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085002,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085003,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085004,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085005,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085006,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085007,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085008/01,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085008/02,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085009,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085010/01,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085010/02,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085011,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085012/268085001/02,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085013,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085014,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085015,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085016,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085017,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268085018,Inchicore,CHO 7 - 7,Ballyfermot and Palmerstown,CST 20,Dublin City / Southwest Team 2,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268086001,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268086002,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268086003,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268086004,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268086005,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268087001,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268087002,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268087003,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268087004,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268087005,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268087006,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268087007,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268087008,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088001,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088002,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088003,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088004,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088005,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088006,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088007,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088008,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088009,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088010,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088011,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268088012,Beaumont Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268089001,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268089002,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268089003,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268089004,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268089005,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268089006,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268089007,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268089008,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268089009,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268089010,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268089011,Coolock,CHO 9 - 4,Coolock Area Network,CST 28/29,Dublin County,A4,HSE Dublin North County,HSE Dublin and North East,DNE
268090001,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268090002,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
268090003,Armagh Rd,CHO 7 - 4,"Drimnagh, Crumlin, and Harold's Cross",CST 19,Dublin City / Southwest Team 1,B1,HSE Dublin South City and West,HSE Dublin and Midlands,DML
